"Timestamp","What is your cat's name?","What are your cat's weird behaviors? Check all that apply.","What size is your cat?","What is your cat's sex?","How old is your cat?","Which of these best describes your cat?","What kind of fur does your cat have?"
"2017/03/04 12:43:05 AM PST","Alfie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/04 12:43:14 AM PST","Penny","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl","THICC","Female","5-10 years","Indoors only","Long"
"2017/03/04 12:43:50 AM PST","","Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Prefers men;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Lorge","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/04 12:45:45 AM PST","Themba","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Deliberately knocks things over;Stares intensely at the wall;Drinks from faucet","Medium","Male","1-2 years","Indoors only","Short"
"2017/03/04 12:45:54 AM PST","Cj","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Hides under sheets when making bed;Loves computer keyboards;Stares intensely at the wall","Lorge","Female","5-10 years","Indoors + roams free outdoors","Long"
"2017/03/04 12:46:42 AM PST","Herbert","Rubs self on corners;Sprints suddenly and without reason;Hides under sheets when making bed","Lorge","Male","1-2 years","Indoors only","Long"
"2017/03/04 12:46:55 AM PST","Max","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","smol","Male","6-12 months","Indoors + backyard","Short"
"2017/03/04 12:48:54 AM PST","Missy","Kneads / makes muffins / makes biscuits","smol","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:49:01 AM PST","Ludo","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Stares intensely at the wall;Stands on hind legs","Medium","Male","2-5 years","Indoors only","Long"
"2017/03/04 12:49:14 AM PST","Luna","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl","THICC","Female","2-5 years","Indoors + backyard","Long"
"2017/03/04 12:49:45 AM PST","Milly","Rubs self on corners;Loves boxes;Loves specific, non-meat foods (e.g. crackers, bananas)","Medium","Female","10+ years","Indoors + backyard","Short"
"2017/03/04 12:50:00 AM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Loves computer keyboards;Stares intensely at the wall;Stands on hind legs","smol","Male","2-5 years","Indoors + backyard","Short"
"2017/03/04 12:51:03 AM PST","Tinkerbell","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:51:22 AM PST","Mao","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Prefers men;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","2-5 years","Indoors + roams free outdoors","Long"
"2017/03/04 12:52:06 AM PST","","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Male","2-5 years","Indoors only","Short"
"2017/03/04 12:52:11 AM PST","Rogue","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Female","10+ years","Indoors + backyard","Short"
"2017/03/04 12:52:20 AM PST","Allie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + backyard","Short"
"2017/03/04 12:52:51 AM PST","Princess","Kneads / makes muffins / makes biscuits;Rubs self on corners;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","smol","Female","5-10 years","Indoors only","Short"
"2017/03/04 12:53:10 AM PST","Milo","Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Attacks toes","Lorge","Male","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:53:48 AM PST","Belle","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sleeps or sits in contorted positions;Sprints suddenly and without reason","smol","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/04 12:53:59 AM PST","Nero","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","Medium","Male","6-12 months","Indoors only","Short"
"2017/03/04 12:55:19 AM PST","","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Prefers men;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","Lorge","Female","5-10 years","Indoors only","Long"
"2017/03/04 12:56:02 AM PST","Mr Pard","Kneads / makes muffins / makes biscuits;Rubs self on corners;Sprints suddenly and without reason;Hides under sheets when making bed;Deliberately knocks things over;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/04 12:56:35 AM PST","Luna","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Drools when happy;Sprints suddenly and without reason;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stands on hind legs","smol","Female","2-5 years","Indoors + backyard","Short"
"2017/03/04 12:56:56 AM PST","Momo","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","smol","Male","6-12 months","Indoors + backyard","Long"
"2017/03/04 12:57:19 AM PST","Sola","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","1-2 years","Indoors + backyard","Short"
"2017/03/04 12:58:08 AM PST","Stellar","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Attacks toes;Loves computer keyboards;Stares intensely at the wall;Stands on hind legs","Medium","Female","6-12 months","Indoors + backyard","Long"
"2017/03/04 12:58:20 AM PST","Eeva","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Female","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/04 12:59:24 AM PST","Gustav","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","1-2 years","Indoors only","Short"
"2017/03/04 1:00:16 AM PST","Chelsea","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","smol","Female","1-2 years","Indoors only","Short"
"2017/03/04 1:02:11 AM PST","Mia","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Female","5-10 years","Indoors only","Long"
"2017/03/04 1:02:24 AM PST","Sam","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/04 1:02:52 AM PST","Boo","Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Medium","Female","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/04 1:02:52 AM PST","Phantom","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Lorge","Male","5-10 years","Indoors + backyard","Short"
"2017/03/04 1:03:01 AM PST","Copper","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards","Medium","Male","1-2 years","Indoors only","Short"
"2017/03/04 1:03:16 AM PST","Mindi","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Loves computer keyboards","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/04 1:03:25 AM PST","Loes","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall","Medium","Female","10+ years","Indoors + backyard","Short"
"2017/03/04 1:03:34 AM PST","Alice","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + backyard","Short"
